id,government_id,diagnosed_date,age,gender,detected_city,detected_district,detected_state,nationality,current_status,status_change_date,notes
2116,US-687986,29/12/2022,20,F,Port Thomasbury,Port Justin,South Carolina,USA,Hospitalized,26/03/2023,N/A
2117,US-456005,19/03/2023,87,,New Jacquelinemouth,South Michael,Hawaii,USA,Recovered,16/11/2023,N/A
2118,US-310219,22/02/2023,21,,Chadburgh,Port Rhondastad,Rhode Island,USA,Deceased,27/01/2023,N/A
2119,US-950748,11/01/2023,,F,Port Martinfurt,South Christopherside,Indiana,USA,Recovered,15/07/2023,N/A
2120,US-142541,21/07/2023,,M,Maryside,Johnsonberg,Maine,USA,Hospitalized,29/01/2023,N/A
2121,US-810751,06/06/2023,39,F,North Tanya,Port Georgeberg,Indiana,USA,Recovered,06/10/2023,N/A
2122,US-577631,13/08/2023,,F,Villarrealfort,South Williammouth,South Dakota,USA,Hospitalized,24/03/2023,N/A
2123,US-346070,12/08/2023,,M,East Emmabury,Brandonmouth,Wyoming,USA,Recovered,24/05/2023,N/A
2124,US-860890,23/09/2023,11,M,Harperland,North Teresaton,Georgia,USA,Hospitalized,05/02/2023,N/A
2125,US-766984,09/06/2023,,M,North Tinafurt,Clarkbury,Alabama,USA,Recovered,29/04/2023,N/A
2126,US-99,08/10/2023,45,F,Donnafurt,Courtneyborough,Delaware,USA,Recovered,26/02/2023,N/A
2127,US-36880,19/05/2023,,,North Brandon,Edwardville,Wisconsin,USA,Recovered,24/03/2023,N/A
2128,US-149344,09/02/2023,7,M,Lake Erikaburgh,Lake David,Indiana,USA,Hospitalized,28/08/2023,N/A
2129,US-750861,01/10/2023,29,F,New Karen,Barrettfort,Georgia,USA,Recovered,15/11/2023,N/A
2130,US-313741,12/03/2023,95,M,Tammyberg,West Jorgeland,Arkansas,USA,Recovered,03/08/2023,N/A
2131,US-727790,12/08/2023,38,F,Jamesfort,Lake Kathrynton,California,USA,Recovered,14/11/2023,N/A
2132,US-103865,08/12/2023,,M,Jamesfort,Port Seanmouth,Oklahoma,USA,Hospitalized,30/05/2023,N/A
2133,US-92991,25/07/2023,,F,Cameronton,Lake Georgetown,Nevada,USA,Deceased,17/03/2023,N/A
2134,US-907145,11/07/2023,,F,East Amberview,New Jay,Indiana,USA,Hospitalized,15/01/2023,N/A
2135,US-495156,17/02/2023,81,F,Tateburgh,Lake David,South Dakota,USA,Recovered,20/01/2023,N/A
2136,US-580914,18/09/2023,41,,West Bradley,Meganville,Washington,USA,Deceased,01/09/2023,N/A
2137,US-511893,01/10/2023,,,South Madison,South Kristin,Montana,USA,Hospitalized,25/12/2022,N/A
2138,US-805105,29/09/2023,57,F,East Garyshire,Perezmouth,New York,USA,Deceased,21/07/2023,N/A
2139,US-498241,25/08/2023,,M,West Kristybury,Kelseyfort,West Virginia,USA,Deceased,26/08/2023,N/A
2140,US-13985,07/06/2023,,M,North Sarah,Port Erica,Georgia,USA,Deceased,14/06/2023,N/A
2141,US-512537,11/12/2022,78,F,West Tasha,Lynnfurt,South Carolina,USA,Recovered,24/12/2022,N/A
2142,US-198971,27/08/2023,33,M,New Jason,Jacobmouth,Kentucky,USA,Recovered,11/12/2022,N/A
2143,US-409850,29/12/2022,,M,Lake Anthony,North Anna,Kentucky,USA,Recovered,30/12/2022,N/A
2144,US-312143,06/01/2023,96,F,Maryhaven,Brittanyborough,Colorado,USA,Recovered,25/10/2023,N/A
2145,US-481504,21/11/2023,,F,West Heather,Lake Cassandra,Mississippi,USA,Hospitalized,18/02/2023,N/A
2146,US-284472,07/01/2023,46,M,Wardton,West Krystal,Connecticut,USA,Deceased,27/05/2023,N/A
2147,US-422961,23/02/2023,48,F,Katelyntown,North Ericashire,Vermont,USA,Deceased,13/02/2023,N/A
2148,US-732948,03/04/2023,37,M,Taylorside,Carlymouth,Louisiana,USA,Deceased,19/06/2023,N/A
2149,US-733990,01/03/2023,73,M,Vincentview,South Dominique,Connecticut,USA,Recovered,01/03/2023,N/A
2150,US-8184,25/08/2023,,M,Ryanshire,Williammouth,Arizona,USA,Deceased,10/02/2023,N/A
2151,US-870258,31/03/2023,,M,East Sandra,South Loganside,Vermont,USA,Deceased,27/09/2023,N/A
2152,US-943161,11/08/2023,,F,Barrettside,Port Jamie,Illinois,USA,Recovered,20/06/2023,N/A
2153,US-772814,18/03/2023,77,F,West Rebekah,East Christopherfurt,Massachusetts,USA,Hospitalized,13/05/2023,N/A
2154,US-900939,08/05/2023,,F,Robertsstad,Lake Lisa,Connecticut,USA,Deceased,19/11/2023,N/A
2155,US-325657,20/12/2022,82,M,Andreaview,Triciaborough,Texas,USA,Deceased,26/08/2023,N/A
2156,US-965995,05/10/2023,48,M,South Matthew,North Sean,Alaska,USA,Hospitalized,12/02/2023,N/A
2157,US-960754,21/03/2023,,M,Angelaburgh,East Keithmouth,Washington,USA,Deceased,19/03/2023,N/A
2158,US-165354,15/03/2023,,M,Kingside,New Christopherchester,Arkansas,USA,Hospitalized,31/05/2023,N/A
2159,US-279555,21/11/2023,56,M,Aliciafort,Elizabethhaven,New Hampshire,USA,Hospitalized,12/09/2023,N/A
2160,US-337432,17/07/2023,,F,Port Elizabethchester,Lake Lindsey,Florida,USA,Deceased,17/04/2023,N/A
2161,US-539222,09/03/2023,56,M,New Robertfort,West Johnmouth,Kansas,USA,Recovered,05/08/2023,N/A
2162,US-57661,05/09/2023,,F,North Brian,Lake Carla,Minnesota,USA,Recovered,23/10/2023,N/A
2163,US-726136,17/08/2023,55,M,Kristenhaven,Port Meagan,Michigan,USA,Deceased,17/05/2023,N/A
2164,US-437710,12/01/2023,,M,East Meghanfort,Tammytown,Pennsylvania,USA,Deceased,06/08/2023,N/A
2165,US-616220,15/02/2023,,F,Cannonland,Suzannemouth,Arizona,USA,Hospitalized,17/08/2023,N/A
2166,US-100605,20/08/2023,92,F,Danielton,Jasonmouth,Nebraska,USA,Hospitalized,09/06/2023,N/A
2167,US-818325,02/12/2023,,M,South Shanemouth,South Lucas,New Mexico,USA,Recovered,01/05/2023,N/A
2168,US-960486,22/06/2023,67,F,South Thomasfort,Mcmahonland,Minnesota,USA,Hospitalized,11/02/2023,N/A
2169,US-128615,13/08/2023,92,M,Duranport,Cheyenneview,Illinois,USA,Deceased,03/12/2023,N/A
2170,US-668206,16/08/2023,20,F,Port Corey,Port John,Rhode Island,USA,Hospitalized,25/11/2023,N/A
2171,US-700449,15/12/2022,54,M,Suzannefort,East Ronaldberg,Maine,USA,Recovered,03/01/2023,N/A
2172,US-585018,04/10/2023,,F,Lake Jeremiahport,Garyhaven,Oregon,USA,Recovered,19/10/2023,N/A
2173,US-63794,24/10/2023,,M,Williamsshire,New Colleenbury,North Dakota,USA,Hospitalized,10/11/2023,N/A
2174,US-973785,10/05/2023,,M,East Tracey,Port Charlesmouth,Ohio,USA,Hospitalized,18/06/2023,N/A
2175,US-414773,14/01/2023,66,M,Port Shannonborough,Hodgesfurt,Indiana,USA,Hospitalized,06/04/2023,N/A
2176,US-844408,31/12/2022,,F,Loweryland,Gonzalesview,Connecticut,USA,Hospitalized,26/12/2022,N/A
2177,US-179092,03/12/2023,81,,Robinsonstad,Romanborough,Washington,USA,Recovered,22/01/2023,N/A
2178,US-998434,21/01/2023,,M,East Phillip,Kellyport,North Dakota,USA,Recovered,25/09/2023,N/A
2179,US-454914,14/11/2023,83,M,New Judy,Jacobsview,North Dakota,USA,Recovered,15/12/2022,N/A
2180,US-87280,22/03/2023,94,,South Tashaview,Tinamouth,Montana,USA,Deceased,11/12/2022,N/A
2181,US-660763,07/04/2023,63,M,East Joshuaborough,Annview,West Virginia,USA,Recovered,04/09/2023,N/A
2182,US-381165,07/06/2023,,,Port Beverly,Williamfort,North Carolina,USA,Deceased,25/11/2023,N/A
2183,US-698000,26/01/2023,,M,Heidiview,Lake Cynthia,Massachusetts,USA,Deceased,26/06/2023,N/A
2184,US-506940,25/02/2023,30,M,Maryview,Gonzalesland,Rhode Island,USA,Deceased,03/01/2023,N/A
2185,US-158126,26/02/2023,4,M,Joshuabury,North Davidborough,Florida,USA,Hospitalized,03/12/2023,N/A
2186,US-836022,14/08/2023,,F,Port Hannah,Perezfurt,Pennsylvania,USA,Deceased,22/10/2023,N/A
2187,US-581020,26/01/2023,16,F,North Amy,East Hollymouth,New Mexico,USA,Hospitalized,04/08/2023,N/A
2188,US-134734,08/03/2023,13,F,East Leslieside,South Saramouth,Minnesota,USA,Recovered,31/08/2023,N/A
2189,US-151249,21/09/2023,13,M,Mcleanbury,Vickieview,Kentucky,USA,Recovered,08/10/2023,N/A
2190,US-766977,15/10/2023,,F,Kimberlyside,New Glenn,Delaware,USA,Recovered,15/07/2023,N/A
2191,US-616405,13/12/2022,79,F,Cochranmouth,Candaceland,Vermont,USA,Recovered,27/12/2022,N/A
2192,US-780344,17/12/2022,14,M,New Tamaratown,Garrisontown,New Jersey,USA,Recovered,10/08/2023,N/A
2193,US-252755,14/02/2023,58,F,South Edward,Kerrton,New Jersey,USA,Hospitalized,04/12/2023,N/A
2194,US-89667,13/01/2023,61,F,New Veronicatown,West Austin,Nevada,USA,Hospitalized,04/01/2023,N/A
2195,US-56793,12/12/2022,42,F,Sullivanshire,East Sean,Iowa,USA,Recovered,04/04/2023,N/A
2196,US-375434,25/09/2023,38,F,North Tiffany,Adamsmouth,Rhode Island,USA,Recovered,23/11/2023,N/A
2197,US-899803,07/05/2023,83,M,New Elizabethchester,Joeland,Alabama,USA,Recovered,01/11/2023,N/A
2198,US-529221,12/12/2022,57,F,North Chrisview,North Emilyshire,Idaho,USA,Deceased,04/02/2023,N/A
2199,US-93263,08/09/2023,96,M,Brianton,Brianashire,Mississippi,USA,Recovered,24/11/2023,N/A
2200,US-329721,07/04/2023,40,M,Lake Elizabeth,East Sean,Delaware,USA,Hospitalized,31/03/2023,N/A
2201,US-170770,01/11/2023,,M,Arielside,Clarkville,Maryland,USA,Hospitalized,24/09/2023,N/A
2202,US-153233,11/12/2022,,M,Natalieville,Lake Geraldview,North Carolina,USA,Deceased,22/11/2023,N/A
2203,US-200034,10/05/2023,75,F,Port Patricia,Elizabethport,Hawaii,USA,Deceased,29/03/2023,N/A
2204,US-562474,23/01/2023,37,M,South Wayne,Dwayneburgh,New Mexico,USA,Hospitalized,30/12/2022,N/A
2205,US-409914,16/10/2023,73,M,Duncanstad,Kellerfort,Utah,USA,Deceased,07/02/2023,N/A
2206,US-843936,09/11/2023,89,F,Donaldton,North Scott,Colorado,USA,Hospitalized,07/05/2023,N/A
2207,US-577754,19/04/2023,,F,Ginaland,New Cristian,Alaska,USA,Recovered,21/09/2023,N/A
2208,US-319992,26/02/2023,58,F,North Jacob,North Richardport,Ohio,USA,Deceased,08/02/2023,N/A
2209,US-257530,11/06/2023,,F,Munozmouth,West Paul,Kentucky,USA,Deceased,19/11/2023,N/A
2210,US-290426,05/06/2023,23,M,West Christopher,New Brianna,New Hampshire,USA,Deceased,20/05/2023,N/A
2211,US-438034,19/07/2023,11,F,Martinfurt,Lake Helenstad,New York,USA,Recovered,22/11/2023,N/A
2212,US-194099,17/06/2023,38,F,New Karen,Martinezville,Iowa,USA,Recovered,20/03/2023,N/A
2213,US-367952,19/04/2023,61,,Port Kayla,South Caseyborough,Missouri,USA,Recovered,30/06/2023,N/A
2214,US-220437,09/07/2023,87,F,Pierceview,New Megan,Idaho,USA,Recovered,03/05/2023,N/A
2215,US-433558,12/06/2023,,M,East Miranda,North Richard,Mississippi,USA,Hospitalized,06/11/2023,N/A
2216,US-616873,02/06/2023,39,,Rossport,East Sherimouth,New York,USA,Deceased,14/08/2023,N/A
2217,US-345977,22/05/2023,8,F,South Holly,Lake Marcberg,Delaware,USA,Deceased,28/06/2023,N/A
2218,US-11901,12/03/2023,45,M,Markport,Santiagoshire,Ohio,USA,Deceased,19/03/2023,N/A
2219,US-61291,21/06/2023,11,M,East Lisamouth,North Stephaniechester,Wyoming,USA,Deceased,19/05/2023,N/A
2220,US-721880,13/10/2023,79,F,Dawsonburgh,Nataliefort,Vermont,USA,Hospitalized,07/04/2023,N/A
2221,US-352746,21/06/2023,48,M,East Stefanie,Port Kimberlytown,Maryland,USA,Recovered,23/02/2023,N/A
2222,US-94379,23/07/2023,59,M,New Sandrafurt,West Nicoleborough,Nevada,USA,Hospitalized,12/09/2023,N/A
2223,US-793294,02/08/2023,,M,Onealchester,Duffychester,New Jersey,USA,Recovered,01/07/2023,N/A
2224,US-78274,26/01/2023,,F,Richardfort,Victoriaberg,Indiana,USA,Deceased,21/12/2022,N/A
2225,US-376998,06/12/2023,,M,Travisfort,North Jameshaven,Iowa,USA,Deceased,30/08/2023,N/A
2226,US-377493,16/02/2023,7,F,Bensonbury,West David,Iowa,USA,Hospitalized,01/08/2023,N/A
2227,US-855182,16/04/2023,,,Daniellechester,Coffeybury,Vermont,USA,Hospitalized,03/07/2023,N/A
2228,US-924599,25/01/2023,,F,West Jamesside,South Davidchester,Pennsylvania,USA,Recovered,30/07/2023,N/A
2229,US-673539,28/12/2022,68,M,Jasonfort,Port Sandramouth,Rhode Island,USA,Recovered,14/07/2023,N/A
2230,US-481547,18/08/2023,19,F,Abigailhaven,Port Jamiestad,Mississippi,USA,Deceased,14/12/2022,N/A
2231,US-483640,04/01/2023,,,Scottshire,New Sherri,North Dakota,USA,Deceased,30/10/2023,N/A
2232,US-461422,25/07/2023,83,M,Lake Markberg,Novakport,Minnesota,USA,Recovered,17/01/2023,N/A
2233,US-610656,13/01/2023,97,,Ambermouth,Shannonberg,Oregon,USA,Deceased,30/10/2023,N/A
2234,US-975121,03/03/2023,,M,North Jacobberg,Nguyenchester,Rhode Island,USA,Hospitalized,16/10/2023,N/A
2235,US-899162,06/07/2023,,M,Sarahfort,Lake Sarahview,North Dakota,USA,Hospitalized,12/07/2023,N/A
2236,US-672681,08/01/2023,67,M,Port Dawn,Lake Marcfort,Massachusetts,USA,Deceased,28/08/2023,N/A
2237,US-146244,28/05/2023,25,M,Port Martinhaven,Port Jamesstad,Iowa,USA,Hospitalized,26/07/2023,N/A
2238,US-594671,09/08/2023,,M,Port Gabriel,Ashleyfurt,West Virginia,USA,Recovered,19/02/2023,N/A
2239,US-779544,03/09/2023,26,M,Wadeborough,Nicholsmouth,Nebraska,USA,Recovered,29/09/2023,N/A
2240,US-994420,23/02/2023,15,M,South Ryanfort,New Anthony,Maryland,USA,Hospitalized,30/03/2023,N/A
2241,US-805764,30/08/2023,,M,New Kristine,New Devinburgh,Kansas,USA,Recovered,08/03/2023,N/A
2242,US-859683,10/06/2023,11,F,Thomaston,South Michael,Iowa,USA,Recovered,25/09/2023,N/A
2243,US-536286,06/01/2023,5,M,Jamieland,Millerbury,Mississippi,USA,Hospitalized,19/05/2023,N/A
2244,US-68186,15/12/2022,,,Andersonview,South Nathaniel,Indiana,USA,Deceased,16/02/2023,N/A
2245,US-389670,02/06/2023,82,F,Cunninghamfort,Rogersstad,Idaho,USA,Hospitalized,02/10/2023,N/A
2246,US-432267,04/12/2023,85,F,Dawnmouth,South Corey,New Hampshire,USA,Hospitalized,19/07/2023,N/A
2247,US-870689,25/07/2023,84,F,New Reneefurt,Lake Oliviatown,Rhode Island,USA,Deceased,14/12/2022,N/A
2248,US-524496,24/09/2023,,F,Port Brittanymouth,West Derrickfurt,New York,USA,Deceased,29/01/2023,N/A
2249,US-280610,07/01/2023,4,,West Kevinhaven,Port Roberttown,Mississippi,USA,Recovered,08/07/2023,N/A
2250,US-760611,24/10/2023,44,F,Davidland,Adrianshire,Virginia,USA,Recovered,13/03/2023,N/A
2251,US-294424,31/03/2023,,F,North George,North Sarah,Colorado,USA,Deceased,07/05/2023,N/A
2252,US-936290,04/02/2023,35,M,New Jon,Bryantport,Connecticut,USA,Deceased,02/02/2023,N/A
2253,US-577867,08/02/2023,,M,Alanhaven,Sarahborough,Connecticut,USA,Recovered,10/11/2023,N/A
2254,US-894159,11/07/2023,95,M,Morganland,Sarahfurt,Nevada,USA,Deceased,09/04/2023,N/A
2255,US-415806,01/07/2023,2,F,Booneland,Nealmouth,Illinois,USA,Hospitalized,30/12/2022,N/A
2256,US-885328,07/07/2023,,F,Suzanneport,Patriciaborough,Alaska,USA,Recovered,17/12/2022,N/A
2257,US-714625,16/08/2023,3,F,Whitakerbury,Brandonton,Tennessee,USA,Deceased,11/11/2023,N/A
2258,US-322398,17/11/2023,,,Lake Michael,Johnport,Pennsylvania,USA,Deceased,18/03/2023,N/A
2259,US-955955,28/02/2023,,F,Lake Ericbury,Lake Robertville,Ohio,USA,Recovered,16/04/2023,N/A
2260,US-860269,11/05/2023,,M,Johnview,Port Michaelside,Hawaii,USA,Recovered,18/08/2023,N/A
2261,US-453142,02/02/2023,,M,New Diane,Alexabury,Colorado,USA,Hospitalized,19/11/2023,N/A
2262,US-892508,11/06/2023,96,F,Jenningsmouth,Jimenezborough,Mississippi,USA,Recovered,14/09/2023,N/A
2263,US-567708,17/02/2023,94,F,North James,North Annaside,Michigan,USA,Recovered,18/08/2023,N/A
2264,US-717876,10/09/2023,57,F,South Renee,Lake Carmenfort,Minnesota,USA,Deceased,29/05/2023,N/A
2265,US-801602,26/02/2023,55,M,West Toddside,Wilsonstad,Oregon,USA,Hospitalized,26/08/2023,N/A
2266,US-842454,07/01/2023,,M,East Karen,West Scott,Mississippi,USA,Hospitalized,13/11/2023,N/A
2267,US-992844,11/04/2023,,M,Bennetttown,Jordanfurt,Texas,USA,Recovered,21/09/2023,N/A
2268,US-892897,25/12/2022,89,F,South Vanessastad,Moraleston,North Dakota,USA,Recovered,08/04/2023,N/A
2269,US-125427,04/12/2023,65,F,South Omar,Jesseside,Rhode Island,USA,Recovered,01/09/2023,N/A
2270,US-585185,26/03/2023,,M,East Michelleton,West Jacob,New Jersey,USA,Hospitalized,25/02/2023,N/A
2271,US-93191,11/12/2022,87,F,North Ryan,Andersonville,California,USA,Deceased,21/02/2023,N/A
2272,US-325615,26/07/2023,,M,Contrerasbury,Elizabethview,North Carolina,USA,Deceased,21/09/2023,N/A
2273,US-783682,03/11/2023,,M,Byrdfort,Paulfurt,Alabama,USA,Deceased,15/05/2023,N/A
2274,US-996821,19/03/2023,58,M,Ashleyville,Liuport,Oregon,USA,Hospitalized,05/04/2023,N/A
2275,US-319601,08/06/2023,,M,Robertville,North Jennifer,Wyoming,USA,Deceased,20/10/2023,N/A
2276,US-510491,08/08/2023,,F,South Harold,Fordborough,Virginia,USA,Deceased,18/06/2023,N/A
2277,US-365048,16/05/2023,91,F,Gonzalezshire,Port Angelaville,Texas,USA,Deceased,15/09/2023,N/A
2278,US-697060,20/11/2023,,F,Gloriaview,Port Johnport,Oregon,USA,Deceased,10/12/2022,N/A
2279,US-729017,05/07/2023,,F,Erikashire,Walterville,Delaware,USA,Deceased,18/11/2023,N/A
2280,US-179770,21/09/2023,18,M,North Teresa,Josephchester,California,USA,Hospitalized,14/08/2023,N/A
2281,US-378038,09/10/2023,,M,Hernandezport,New Julie,Maryland,USA,Hospitalized,03/12/2023,N/A
2282,US-750177,03/04/2023,88,F,Acevedostad,Tammychester,New Mexico,USA,Deceased,03/08/2023,N/A
2283,US-149364,12/10/2023,60,F,Khanshire,Johnside,Oklahoma,USA,Recovered,29/07/2023,N/A
2284,US-988589,02/08/2023,,M,Michaelland,Gonzalezstad,Missouri,USA,Hospitalized,25/08/2023,N/A
2285,US-589233,16/04/2023,,,Grantborough,Glennburgh,Iowa,USA,Recovered,29/03/2023,N/A
2286,US-806185,19/03/2023,36,F,New Angela,East Michaela,Iowa,USA,Recovered,10/04/2023,N/A
2287,US-404036,13/07/2023,13,F,Stanleyland,Phillipfort,Massachusetts,USA,Deceased,17/06/2023,N/A
2288,US-814802,13/11/2023,31,M,Port Randyhaven,Lake Amy,Illinois,USA,Deceased,17/09/2023,N/A
2289,US-164407,05/04/2023,,M,Hallbury,Lewischester,New York,USA,Deceased,01/01/2023,N/A
2290,US-637740,17/06/2023,23,M,South Bobby,Melanietown,New Jersey,USA,Deceased,10/04/2023,N/A
2291,US-323119,08/12/2023,56,F,East Juliaberg,Brendatown,Virginia,USA,Recovered,06/09/2023,N/A
2292,US-490452,08/09/2023,93,F,Lake Jason,Travisfort,North Dakota,USA,Deceased,17/12/2022,N/A
2293,US-547474,18/09/2023,87,M,New Aprilville,South Alexisberg,Wyoming,USA,Recovered,05/06/2023,N/A
2294,US-601664,07/02/2023,68,F,Lake Davidmouth,New Eric,Colorado,USA,Recovered,13/06/2023,N/A
2295,US-538990,15/06/2023,35,,Kaitlinberg,Villegashaven,Nebraska,USA,Recovered,26/07/2023,N/A
2296,US-465059,12/04/2023,4,M,West Chelseamouth,South Eric,Arizona,USA,Hospitalized,16/04/2023,N/A
2297,US-39682,16/11/2023,79,F,New Kevinberg,East Brenda,New Hampshire,USA,Deceased,26/11/2023,N/A
2298,US-116585,15/09/2023,10,F,Spencerchester,Webbtown,Nebraska,USA,Hospitalized,30/04/2023,N/A
2299,US-744495,03/12/2023,,,East Ryanmouth,East Chadchester,Michigan,USA,Recovered,12/01/2023,N/A
2300,US-704844,09/08/2023,,M,Alisonshire,Lake Matthewton,Maine,USA,Deceased,04/01/2023,N/A
2301,US-386591,24/09/2023,,M,East Georgemouth,West Justin,California,USA,Hospitalized,27/07/2023,N/A
2302,US-970125,19/05/2023,87,F,Morrisonchester,Petersbury,Montana,USA,Recovered,11/05/2023,N/A
2303,US-601662,15/01/2023,78,F,Conleyton,Coxshire,Indiana,USA,Hospitalized,12/08/2023,N/A
2304,US-348343,04/09/2023,74,M,East Kathymouth,Brandonmouth,Alabama,USA,Deceased,02/06/2023,N/A
2305,US-35456,23/05/2023,28,M,Port Peggy,New Francisbury,Minnesota,USA,Hospitalized,15/09/2023,N/A
2306,US-54379,06/06/2023,79,M,Derrickside,East Kyle,Maine,USA,Recovered,16/04/2023,N/A
2307,US-880740,31/07/2023,31,F,Armstrongmouth,Griffinberg,Massachusetts,USA,Recovered,31/08/2023,N/A
2308,US-478407,26/11/2023,56,M,Patelborough,Perezstad,Kansas,USA,Hospitalized,31/12/2022,N/A
2309,US-17111,08/04/2023,47,F,Grantberg,Angelastad,Utah,USA,Recovered,02/04/2023,N/A
2310,US-784955,31/10/2023,1,,Port Christine,South Keith,Oregon,USA,Recovered,09/08/2023,N/A
2311,US-69319,27/01/2023,24,F,Kellymouth,North Kimberlyburgh,Nevada,USA,Recovered,18/05/2023,N/A
2312,US-307136,07/09/2023,2,F,Lake Jessicaton,East Marybury,Florida,USA,Hospitalized,29/08/2023,N/A
2313,US-68970,12/06/2023,30,M,Masonview,North Robertburgh,Mississippi,USA,Hospitalized,21/07/2023,N/A
2314,US-983503,26/03/2023,65,M,Lake Timothy,New Yolandashire,Mississippi,USA,Recovered,11/06/2023,N/A
2315,US-929665,11/04/2023,82,F,Toddstad,New Devinfort,Maine,USA,Deceased,07/08/2023,N/A
2316,US-12938,20/09/2023,11,F,East Debra,Joshuaville,Hawaii,USA,Deceased,19/10/2023,N/A
2317,US-178219,17/07/2023,,F,South Bobby,South Craig,Alabama,USA,Recovered,30/01/2023,N/A
2318,US-606488,08/02/2023,,M,North Michael,Lake Sabrinafurt,Massachusetts,USA,Deceased,03/06/2023,N/A
2319,US-407270,12/09/2023,22,M,Port Bettyport,Jonesview,Iowa,USA,Recovered,19/01/2023,N/A
2320,US-235858,06/07/2023,,F,Matthewside,South Davidburgh,Oregon,USA,Hospitalized,22/12/2022,N/A
2321,US-154021,12/04/2023,,M,Michaelberg,Johnsonfurt,Vermont,USA,Recovered,25/05/2023,N/A
2322,US-650300,21/09/2023,,M,Burgessberg,Kristyville,Maryland,USA,Recovered,26/02/2023,N/A
2323,US-860015,31/10/2023,33,F,New Katie,Thorntonshire,Michigan,USA,Deceased,29/10/2023,N/A
2324,US-621881,12/05/2023,,M,Sarahfurt,Port Kristi,New Mexico,USA,Deceased,19/06/2023,N/A
2325,US-604057,23/10/2023,58,F,Port Jessica,Rebeccahaven,Michigan,USA,Deceased,12/10/2023,N/A
2326,US-165855,20/02/2023,37,F,Holmesland,Audreyfurt,Virginia,USA,Hospitalized,04/12/2023,N/A
2327,US-403397,17/06/2023,32,M,Hernandezfort,North Brendamouth,Massachusetts,USA,Deceased,05/03/2023,N/A
2328,US-524292,15/12/2022,,M,North Jaredside,North Jesse,Iowa,USA,Deceased,04/08/2023,N/A
2329,US-286279,22/03/2023,33,M,Lake Lauraburgh,Vincentport,Alabama,USA,Recovered,14/01/2023,N/A
2330,US-847132,21/11/2023,60,F,Port Manuelshire,Port Amanda,Tennessee,USA,Deceased,15/11/2023,N/A
2331,US-995629,08/06/2023,,M,Foxshire,West Patrickton,Wisconsin,USA,Deceased,30/04/2023,N/A
2332,US-235454,01/10/2023,,,Markberg,West Crystalland,Utah,USA,Deceased,12/10/2023,N/A
2333,US-7268,29/09/2023,7,M,South Amandaland,Port Jamesburgh,Maryland,USA,Hospitalized,21/10/2023,N/A
2334,US-807175,08/04/2023,21,F,Port Joeltown,North Pamela,Florida,USA,Recovered,08/05/2023,N/A
2335,US-719848,12/06/2023,,F,Matthewbury,West Jason,Montana,USA,Deceased,22/12/2022,N/A
2336,US-155315,19/12/2022,89,M,Marshallton,Drakeshire,Mississippi,USA,Deceased,31/05/2023,N/A
2337,US-540113,28/04/2023,19,M,Port James,Michaelshire,Arizona,USA,Recovered,15/08/2023,N/A
2338,US-468769,25/03/2023,,F,Stephanieville,South Brettland,Kansas,USA,Hospitalized,22/05/2023,N/A
2339,US-178030,05/08/2023,,M,East Paulburgh,Lake Lori,Georgia,USA,Hospitalized,25/08/2023,N/A
2340,US-811877,01/10/2023,57,M,Christopherchester,Mooremouth,Colorado,USA,Recovered,13/10/2023,N/A
2341,US-125506,04/06/2023,27,M,Thomaston,Port Beverlyberg,Texas,USA,Hospitalized,04/07/2023,N/A
2342,US-183183,26/06/2023,,M,Coryville,North Morgan,Utah,USA,Recovered,06/06/2023,N/A
2343,US-550973,12/05/2023,85,M,Brownport,Shellyburgh,Iowa,USA,Hospitalized,21/07/2023,N/A
2344,US-401918,21/08/2023,46,F,Port Eileenbury,Port Michaelfort,Kentucky,USA,Recovered,13/01/2023,N/A
2345,US-452419,21/11/2023,,F,Valdezville,Port Valerie,New Mexico,USA,Recovered,12/06/2023,N/A
2346,US-260927,12/08/2023,65,M,East Mitchell,Kimberlyhaven,South Dakota,USA,Deceased,07/10/2023,N/A
2347,US-611540,04/09/2023,7,,Warnerside,West Jessicamouth,New York,USA,Recovered,27/06/2023,N/A
2348,US-219159,09/03/2023,,M,Ivanfurt,Richardshire,Oregon,USA,Recovered,22/04/2023,N/A
2349,US-138630,30/10/2023,55,F,West Amandamouth,South Shelbymouth,West Virginia,USA,Deceased,15/04/2023,N/A
2350,US-976914,02/03/2023,94,M,Jacquelineburgh,Martinezport,Idaho,USA,Hospitalized,22/02/2023,N/A
2351,US-272377,27/09/2023,39,M,East Danieltown,Lake Josephmouth,Mississippi,USA,Deceased,18/01/2023,N/A
2352,US-184773,05/06/2023,28,,South Melissa,North Abigail,Tennessee,USA,Recovered,11/03/2023,N/A
2353,US-262710,25/03/2023,13,M,Whiteton,Debrabury,New Mexico,USA,Hospitalized,19/01/2023,N/A
2354,US-449901,30/07/2023,,F,East Micheletown,Lynchville,Idaho,USA,Hospitalized,30/11/2023,N/A
2355,US-113921,09/06/2023,4,F,Port Ryan,East Jasmine,Minnesota,USA,Recovered,09/03/2023,N/A
2356,US-303392,19/12/2022,,F,Kellyfurt,Hopkinsmouth,Alabama,USA,Deceased,09/10/2023,N/A
2357,US-290691,07/10/2023,,F,Edwardsville,West Alanfort,Maryland,USA,Recovered,21/02/2023,N/A
2358,US-85799,30/08/2023,57,F,Nicolemouth,South Alexanderchester,New York,USA,Deceased,25/02/2023,N/A
